100
   0    2  50
   0    3  96
   0    4  72
   0   15   4
   0   21  75
   0   28  18
   0   30  81
   0   34  11
   0   36  52
   0   37  13
   0   40  93
   0   42  33
   0   43  72
   0   46  35
   0   54  70
   0   58   2
   0   60  65
   0   62  39
   0   65  72
   0   81  35
   0   82  37
   0   88  57
   0   91  39
   0   99  23
   1    5  95
   1    8 100
   1    9  94
   1   12  41
   1   18  74
   1   26  62
   1   28  87
   1   33   3
   1   35  45
   1   52  27
   1   57  88
   1   63  75
   1   64  67
   1   65  85
   1   68  33
   1   77  77
   1   80  73
   1   88   7
   1   91  26
   1   93  79
   1   94  98
   2    4  56
   2   11  38
   2   14  77
   2   15  77
   2   20  58
   2   23  43
   2   31  79
   2   35  30
   2   44  45
   2   46   2
   2   50  58
   2   55  62
   2   59  66
   2   60  87
   2   61  13
   2   68  37
   2   72   3
   2   74  12
   2   80  22
   2   86  14
   2   89   7
   2   93  88
   2   97  26
   3    5  17
   3   19  46
   3   21  97
   3   27  41
   3   36  23
   3   39  34
   3   43  52
   3   45  39
   3   49  88
   3   52  13
   3   56   7
   3   62  91
   3   74  70
   3   76  42
   3   81  17
   3   85  81
   3   90  23
   3   93   9
   4    5  68
   4    6  61
   4    8  15
   4   17  53
   4   33  37
   4   42  78
   4   49  48
   4   54  97
   4   64  95
   4   65  77
   4   71  23
   4   77  62
   4   78  69
   4   84  68
   4   94  21
   4   95  82
   5    8  33
   5   12  94
   5   13  10
   5   18  23
   5   27  75
   5   36  63
   5   39  98
   5   41  58
   5   42  29
   5   47  18
   5   56  13
   5   60  53
   5   62  86
   5   64  29
   5   74  87
   5   78  57
   5   84  61
   5   89  91
   5   92  16
   5   94  58
   5   96  46
   5   98  84
   6   12  12
   6   16   1
   6   26  58
   6   32  47
   6   33  99
   6   38  98
   6   44  46
   6   46  76
   6   49  73
   6   53  88
   6   59  44
   6   69  35
   6   80  70
   6   82  17
   6   85   9
   6   90  51
   6   93   6
   7   10  57
   7   14  52
   7   18  91
   7   21  15
   7   22  11
   7   37  48
   7   41  28
   7   47  18
   7   58   3
   7   61  77
   7   70  86
   7   72   4
   7   87  12
   7   91  12
   8   16  96
   8   19  17
   8   20  46
   8   25  90
   8   30  90
   8   32  16
   8   34  46
   8   38  68
   8   41  85
   8   44  27
   8   56   1
   8   57  31
   8   59  28
   8   65  55
   8   69  44
   8   70  76
   8   76  45
   8   85  27
   8   89  88
   8   91   5
   8   92   8
   8   93  12
   8   98  56
   9   12  75
   9   23   6
   9   24  39
   9   26   7
   9   29   7
   9   30   4
   9   32  59
   9   35  81
   9   42  63
   9   44  91
   9   48  90
   9   62  23
   9   69   5
   9   75  86
   9   78   2
   9   90  49
   9   95  55
   9   96  67
  10   12  76
  10   24  61
  10   30  91
  10   31  80
  10   39  15
  10   40  16
  10   42  98
  10   49  60
  10   53  36
  10   55  43
  10   61   9
  10   62  31
  10   69  15
  10   70  58
  10   75  19
  10   76  23
  10   84  54
  10   87  67
  10   93  65
  10   97  20
  11   15  25
  11   16  80
  11   28  11
  11   39  99
  11   41  53
  11   45  92
  11   54   5
  11   60  13
  11   72  84
  11   90  80
  11   96  19
  12   15  44
  12   18  15
  12   31  80
  12   41  68
  12   44  80
  12   45  81
  12   57  16
  12   61  73
  12   65  50
  12   68  54
  12   69  92
  12   72  67
  12   76  20
  12   80  51
  12   82  60
  12   84  32
  12   86  81
  12   90  28
  13   18  20
  13   26  88
  13   32  49
  13   33  76
  13   49  79
  13   60  55
  13   61  29
  13   67   3
  13   73  74
  13   76  49
  13   77  79
  13   83  83
  13   87  45
  13   89  21
  13   96  42
  14   19  50
  14   27  72
  14   31  22
  14   38  17
  14   39  34
  14   47  98
  14   48  19
  14   51  87
  14   52  58
  14   56  62
  14   59  46
  14   65  55
  14   74  29
  14   80  61
  14   82  22
  15   19  53
  15   23  44
  15   25  11
  15   26  35
  15   28  59
  15   35  37
  15   42  71
  15   53  86
  15   73   7
  15   76  28
  15   80  52
  15   81  85
  15   83  74
  15   84  56
  15   85  36
  15   89  77
  15   90  41
  16   17  66
  16   22  64
  16   28  56
  16   31  24
  16   33  16
  16   36  12
  16   45  70
  16   53  30
  16   54  38
  16   68  14
  16   73  79
  16   81  10
  16   88  39
  16   92  67
  16   96  49
  17   28  11
  17   31  14
  17   33  94
  17   41  51
  17   44  74
  17   47  14
  17   51  69
  17   60  91
  17   62  85
  17   64  11
  17   69  94
  17   72  58
  17   73  40
  17   74  83
  17   86  22
  17   91  80
  17   92  46
  17   96  55
  18   19   7
  18   20   1
  18   21  10
  18   23  74
  18   46  56
  18   48  23
  18   53  17
  18   54  81
  18   55  84
  18   60 100
  18   62  25
  18   63  54
  18   64  48
  18   71  80
  18   76  77
  18   77  34
  18   84  13
  18   86  37
  18   88  90
  18   90  40
  18   97  52
  19   20  17
  19   23  29
  19   25  42
  19   28  32
  19   29  94
  19   33  52
  19   40  89
  19   45  76
  19   48  70
  19   53 100
  19   65  86
  19   67  18
  19   70  76
  19   75  72
  19   78  63
  19   81  51
  20   47  92
  20   51  54
  20   59  99
  20   60  52
  20   65   2
  20   68  24
  20   70  36
  20   72   2
  20   75  85
  20   77  32
  20   89  21
  20   92  46
  20   95  90
  21   24  21
  21   29  16
  21   35  55
  21   44  67
  21   45  78
  21   46  37
  21   48  44
  21   57  75
  21   63  68
  21   65  54
  21   72  32
  21   74  27
  21   79  64
  21   80  61
  21   85  11
  21   96  23
  21   99  18
  22   25  80
  22   31  22
  22   38  54
  22   39  42
  22   40  23
  22   44 100
  22   46  69
  22   70  83
  22   71  13
  22   75  38
  22   76  81
  22   77  92
  22   81  23
  22   84  39
  22   89  41
  22   97  66
  23   32  40
  23   35  36
  23   40  67
  23   42  34
  23   53  60
  23   55  24
  23   58  93
  23   60  81
  23   62   7
  23   68  52
  23   70  38
  23   80  21
  23   86   5
  23   89   4
  23   95  86
  23   98  11
  24   28  93
  24   31  78
  24   34  29
  24   36   9
  24   38  12
  24   39  50
  24   44 100
  24   47  60
  24   55   3
  24   57   4
  24   58  68
  24   76  40
  24   78  89
  24   79  37
  24   80  67
  24   89  12
  24   92  84
  24   93 100
  24   96  88
  24   97  17
  25   27  89
  25   33  54
  25   37  71
  25   39  62
  25   53  58
  25   56  18
  25   57  42
  25   59  70
  25   60  99
  25   65  38
  25   66  45
  25   73  89
  25   74  90
  25   77  69
  25   87  70
  25   92  66
  25   97  77
  26   32  86
  26   38  71
  26   39  20
  26   48  32
  26   52  97
  26   64  51
  26   71  58
  26   83  17
  26   86  70
  27   29  96
  27   37  37
  27   47  27
  27   59   7
  27   71  58
  27   76  48
  27   83  47
  27   89  82
  27   97  90
  28   43  89
  28   45  41
  28   55  82
  28   63  46
  28   65  92
  28   71  53
  28   77  67
  28   78  55
  28   86  97
  28   87  69
  28   93  66
  28   98  29
  28   99   4
  29   31  22
  29   43  77
  29   44  77
  29   46  69
  29   48  53
  29   49  57
  29   51  85
  29   53  99
  29   61  50
  29   63   5
  29   67  62
  29   77  80
  29   83  78
  29   85  25
  29   90  42
  29   91  44
  29   92  27
  29   95  20
  29   96  41
  29   97   9
  29   98  27
  30   32  17
  30   49  69
  30   50  22
  30   53   3
  30   64   3
  30   78  46
  30   85  94
  30   89  76
  30   99  44
  31   36  58
  31   41  16
  31   44  34
  31   47  57
  31   53   6
  31   55   6
  31   56  58
  31   61  53
  31   66  55
  31   67  28
  31   69  73
  31   71  14
  31   77  15
  31   79  67
  31   96  42
  31   98   7
  31   99  67
  32   33  23
  32   39  68
  32   41  27
  32   46  40
  32   47  52
  32   53  23
  32   55  88
  32   58  53
  32   63  14
  32   65  92
  32   67  33
  32   73  83
  32   75  21
  32   80  53
  32   86  58
  32   88  29
  32   90  85
  32   95  28
  32   98  45
  33   36  60
  33   49  13
  33   50  54
  33   55  54
  33   58  95
  33   63  30
  33   66   5
  33   76  59
  33   85  42
  33   87  41
  33   89  70
  33   96   8
  33   98  24
  34   46  64
  34   48   4
  34   49  81
  34   57  65
  34   77  85
  34   90  14
  34   95  47
  34   96  60
  34   97   6
  35   36  34
  35   37  25
  35   38  86
  35   39  59
  35   41   7
  35   43  20
  35   58  91
  35   63  94
  35   67  89
  35   68  33
  35   80  80
  35   81  61
  35   83   4
  35   84  50
  35   86  58
  35   99  66
  36   37  93
  36   48  53
  36   49  16
  36   54  88
  36   61  71
  36   66  94
  36   67  83
  36   76  94
  36   78  36
  36   88  55
  36   90  33
  36   98   8
  36   99  50
  37   38  73
  37   43  99
  37   52   1
  37   59  55
  37   65  66
  37   68  56
  37   77  87
  37   80  16
  37   88  10
  37   92  26
  38   39  44
  38   44  50
  38   48  22
  38   49  98
  38   50  22
  38   55  45
  38   67  88
  38   81  81
  38   88   7
  38   90  42
  39   41  62
  39   51  48
  39   58  38
  39   62  98
  39   82  87
  39   84  88
  39   87  90
  39   88  13
  39   91  69
  39   94  92
  40   45  30
  40   49  48
  40   50   1
  40   52  90
  40   53  84
  40   60  58
  40   68  86
  40   72  12
  40   74  71
  40   76  90
  40   89  29
  40   96  40
  40   97  66
  41   42  73
  41   43  23
  41   45  94
  41   48  53
  41   52  22
  41   53  68
  41   54  95
  41   65  35
  41   68  67
  41   79  92
  41   81  87
  41   82  70
  41   84   5
  41   87  37
  41   89  23
  41   97  96
  42   54  55
  42   57  46
  42   59  68
  42   73  77
  42   74  40
  42   75  64
  42   77   1
  42   80  38
  42   83  36
  42   88  99
  42   89  53
  42   90  31
  43   48  53
  43   50  72
  43   52  60
  43   61  80
  43   71   2
  43   73  65
  43   76   4
  43   77  27
  43   78  83
  43   79  12
  43   82  80
  43   89  60
  43   97  58
  44   47  53
  44   57  68
  44   59  55
  44   63  19
  44   65  61
  44   68  72
  44   71  39
  44   75  96
  44   80  77
  44   85  26
  44   87  45
  44   88  82
  44   90  99
  44   94  92
  44   96  17
  44   99  65
  45   46  88
  45   48  65
  45   51  74
  45   52  38
  45   68  87
  45   71  73
  45   72  92
  45   82  16
  45   85  34
  45   87  93
  45   88   3
  45   92  84
  45   93  96
  45   96  29
  46   56  53
  46   70  79
  46   71  47
  46   72  52
  46   79  93
  46   81  58
  46   89  54
  46   91  86
  46   93  56
  46   98  51
  47   48  97
  47   49  33
  47   50  11
  47   51  65
  47   54  25
  47   56  81
  47   60  43
  47   69  83
  47   87   8
  47   97  50
  48   49   1
  48   54  30
  48   56  47
  48   57  84
  48   60  76
  48   69  21
  48   81  15
  48   82  58
  48   87  57
  48   95  55
  49   55  80
  49   65  18
  49   70  46
  49   71  77
  49   72  10
  49   77  32
  49   81  51
  49   82  53
  49   84  77
  49   91  82
  50   52  67
  50   56  27
  50   60  64
  50   64   4
  50   70  62
  50   71  54
  50   90  22
  50   98  93
  51   52  61
  51   59  66
  51   65  21
  51   67  22
  51   68  39
  51   70   3
  51   79   5
  51   80  58
  51   85  80
  52   59  36
  52   65  26
  52   66  97
  52   81  21
  52   83  98
  52   87  25
  52   92  39
  52   98  24
  53   54  77
  53   55   2
  53   56  98
  53   58  18
  53   61   8
  53   71   8
  53   77   5
  53   80  13
  53   82  34
  53   89  49
  53   97   1
  54   57   6
  54   59  97
  54   64  58
  54   65  41
  54   72  80
  54   80  16
  54   81  60
  54   87  69
  54   92  60
  54   98  44
  55   56  68
  55   57  12
  55   66  49
  55   68  17
  55   70  42
  55   73  55
  55   74   3
  55   75  72
  55   76  15
  55   88  29
  55   95  64
  56   58  61
  56   59  29
  56   69  25
  56   70  15
  56   71  32
  56   78  97
  56   88  70
  56   90  47
  56   91  96
  56   94  72
  56   98  87
  57   60  59
  57   62  82
  57   64  23
  57   70  44
  57   72   8
  57   77  19
  57   79  78
  57   86  51
  57   87  47
  57   88  95
  57   93  57
  57   99  74
  58   60  92
  58   62  69
  58   74  86
  59   62  90
  59   63  56
  59   70  23
  59   71  47
  59   76  83
  59   80  95
  59   84  31
  59   96  94
  59   98  88
  60   61   9
  60   62  86
  60   64  84
  60   66  37
  60   69  20
  60   77  95
  60   80  22
  60   84  80
  60   87  46
  60   88 100
  60   90  89
  61   77  47
  61   81  53
  61   82  16
  61   90  64
  61   99  85
  62   64  18
  62   67  70
  62   73  29
  62   75   9
  62   77  72
  62   79  12
  62   83  50
  62   85  86
  62   87  55
  62   90   2
  62   91  79
  62   94  94
  62   95  79
  63   66  10
  63   74  13
  63   75  66
  63   81  24
  63   83  69
  63   87  47
  63   94  77
  63   95  43
  64   66  22
  64   70  60
  64   74  22
  64   79  56
  64   80   5
  64   86  21
  64   93  91
  64   95   2
  65   67  83
  65   68  45
  65   72  41
  65   80  18
  65   81  50
  65   83  92
  65   85  45
  65   89  68
  65   98  28
  66   69  93
  66   71  62
  66   73  48
  66   77   2
  66   79  82
  66   88  56
  66   91  21
  66   92  73
  66   98  26
  67   76  69
  67   84  25
  67   90  58
  67   95  70
  68   74  53
  68   79  56
  68   85  92
  68   93  63
  69   70  43
  69   74  12
  69   79  80
  69   98  73
  70   73  22
  70   77  38
  70   80  33
  70   92  41
  70   93  57
  70   94  84
  71   72  56
  71   74  93
  71   77  56
  71   79  44
  71   90  89
  71   95  13
  71   97  68
  72   73  69
  72   81  96
  72   82  62
  72   83  99
  72   84  44
  72   86  32
  72   97  23
  73   75  92
  73   87  58
  73   89   4
  73   92  87
  73   96   7
  73   97   8
  74   89   3
  74   90  70
  75   86  71
  75   88 100
  75   92  88
  76   77  64
  76   90  54
  76   91  64
  77   91  79
  77   93  61
  77   99  95
  78   80  78
  78   92  99
  78   93  42
  78   97  46
  78   99  19
  79   87  65
  79   89  61
  79   94  21
  79   98  31
  80   82   4
  80   85  58
  80   91  86
  80   94  73
  80   96  16
  80   98  87
  80   99  95
  81   84  59
  81   87  41
  81   96  73
  82   84  86
  82   98  68
  83   95   1
  84   90  34
  84   92  60
  84   99  75
  85   86  57
  85   87  16
  85   90  50
  85   92   6
  85   97  40
  85   98  31
  86   91  63
  86   92  46
  86   93  66
  87   88  49
  87   89  87
  87   92  43
  87   93  25
  88   93  62
  88   97  56
  88   99  94
  89   90  12
  89   94  67
  90   99  13
  91   93  98
  91   96  38
  93   99  82
  94   95  88
  94   96  49
  94   99  36
  96   97  10
  97   98   4
  97   99   6
  98   99  61
